#Time (us) ; Current (mA) ; Voltage (V) ; PC ; IRQ ; Function Name ; File Name ; Line number
846177704 ; 4.40019 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
846272704 ; 4.32105 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
846357704 ; 4.31862 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
846444704 ; 4.29792 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
846530704 ; 4.32227 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
846622704 ; 4.32714 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
846708704 ; 4.34418 ; 3.30185 ; 0 ; 0 ; Unknown ; Unknown ; -1
846802704 ; 4.31375 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
846893704 ; 4.31253 ; 3.30162 ; 0 ; 0 ; Unknown ; Unknown ; -1
846986704 ; 4.29549 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
847077704 ; 4.29914 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
847171704 ; 4.34418 ; 3.29964 ; 0 ; 0 ; Unknown ; Unknown ; -1
847264704 ; 4.29914 ; 3.30261 ; 0 ; 0 ; Unknown ; Unknown ; -1
847355704 ; 4.29914 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
847455704 ; 4.3101 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
847548704 ; 4.31984 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
847635704 ; 4.3174 ; 3.30162 ; 0 ; 0 ; Unknown ; Unknown ; -1
847727704 ; 4.30157 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
847820704 ; 4.28088 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
847908704 ; 4.33323 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
848002704 ; 4.32227 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
848087704 ; 0.00896111 ; 3.30055 ; 0 ; 0 ; Unknown ; Unknown ; -1
848183704 ; 0.00112573 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
848274704 ; 0.00158349 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
848360704 ; 0.00106088 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
848446704 ; 0.00107613 ; 3.29948 ; 0 ; 0 ; Unknown ; Unknown ; -1
848538704 ; 0.000984582 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
848630704 ; 0.000919732 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
848716704 ; 0.000793847 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
848808704 ; 0.00155679 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
848896704 ; 0.00149957 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
848988704 ; 0.00102654 ; 3.29964 ; 0 ; 0 ; Unknown ; Unknown ; -1
849080704 ; 0.00116769 ; 3.3004 ; 0 ; 0 ; Unknown ; Unknown ; -1
849174704 ; 0.00116769 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
849261704 ; 0.00126687 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
849347704 ; 0.001717 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
849439704 ; 0.00203362 ; 3.30055 ; 0 ; 0 ; Unknown ; Unknown ; -1
849526704 ; 0.00121728 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
849613704 ; 4.41358 ; 3.30269 ; 0 ; 0 ; Unknown ; Unknown ; -1
849706704 ; 4.43062 ; 3.29964 ; 0 ; 0 ; Unknown ; Unknown ; -1
849792704 ; 4.40506 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
849879704 ; 4.32957 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
849971704 ; 4.2967 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
850066704 ; 4.30523 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
850160704 ; 4.30888 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
850256704 ; 4.29062 ; 3.30261 ; 0 ; 0 ; Unknown ; Unknown ; -1
850343704 ; 4.34053 ; 3.30177 ; 0 ; 0 ; Unknown ; Unknown ; -1
850439704 ; 4.28818 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
850525704 ; 4.30888 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
850611704 ; 4.31131 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
850696704 ; 4.33444 ; 3.30215 ; 0 ; 0 ; Unknown ; Unknown ; -1
850788704 ; 4.26383 ; 3.30223 ; 0 ; 0 ; Unknown ; Unknown ; -1
850880704 ; 0.000740441 ; 3.30177 ; 0 ; 0 ; Unknown ; Unknown ; -1
850970704 ; 0.000931176 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
851055704 ; 0.00107995 ; 3.30231 ; 0 ; 0 ; Unknown ; Unknown ; -1
851150704 ; 0.00117913 ; 3.30109 ; 0 ; 0 ; Unknown ; Unknown ; -1
851254704 ; 0.00137368 ; 3.3004 ; 0 ; 0 ; Unknown ; Unknown ; -1
851347704 ; 0.00161019 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
851439704 ; 0.0015072 ; 3.30208 ; 0 ; 0 ; Unknown ; Unknown ; -1
851530704 ; 0.00157967 ; 3.30246 ; 0 ; 0 ; Unknown ; Unknown ; -1
851616704 ; 0.000831994 ; 3.30032 ; 0 ; 0 ; Unknown ; Unknown ; -1
851711704 ; 0.000786218 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
851803704 ; 0.00156442 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
851896704 ; 0.00163308 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
851988704 ; 0.00193826 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
852081704 ; 0.00112573 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
852167704 ; 0.00117913 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
852259704 ; 0.00177422 ; 3.30055 ; 0 ; 0 ; Unknown ; Unknown ; -1
852347704 ; 0.00101891 ; 3.30032 ; 0 ; 0 ; Unknown ; Unknown ; -1
852438704 ; 0.0013279 ; 3.30032 ; 0 ; 0 ; Unknown ; Unknown ; -1
852530704 ; 0.000946435 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
852622704 ; 0.000999841 ; 3.29964 ; 0 ; 0 ; Unknown ; Unknown ; -1
852706704 ; 0.00116006 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
852791704 ; 0.00157967 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
852886704 ; 0.00131646 ; 3.29956 ; 0 ; 0 ; Unknown ; Unknown ; -1
852980704 ; 0.00107613 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
853066704 ; 0.00110665 ; 3.30284 ; 0 ; 0 ; Unknown ; Unknown ; -1
853161704 ; 0.00116769 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
853251704 ; 0.000694665 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
853336704 ; 0.00114098 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
853429704 ; 0.00107995 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
853522704 ; 0.000896844 ; 3.30154 ; 0 ; 0 ; Unknown ; Unknown ; -1
853607704 ; 0.00124398 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
853698704 ; 0.00140801 ; 3.29956 ; 0 ; 0 ; Unknown ; Unknown ; -1
853791704 ; 0.00149575 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
853876704 ; 0.00126305 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
853968704 ; 0.000709924 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
854061704 ; 0.00111428 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
854157704 ; 0.00103417 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
854243704 ; 0.00118295 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
854330704 ; 0.00136224 ; 3.30246 ; 0 ; 0 ; Unknown ; Unknown ; -1
854422704 ; 0.000980767 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
854515704 ; 0.00118295 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
854606704 ; 0.000881585 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
854692704 ; 0.00136987 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
854784704 ; 0.00168267 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
854878704 ; 0.00157205 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
854972704 ; 0.000980767 ; 3.30032 ; 0 ; 0 ; Unknown ; Unknown ; -1
855067704 ; 0.00111047 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
855157704 ; 0.002911 ; 3.30032 ; 0 ; 0 ; Unknown ; Unknown ; -1
855249704 ; 0.000824365 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
855334704 ; 0.00101128 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
855426704 ; 0.000767144 ; 3.30154 ; 0 ; 0 ; Unknown ; Unknown ; -1
855514704 ; 0.000709924 ; 3.302 ; 0 ; 0 ; Unknown ; Unknown ; -1
855599704 ; 0.00110665 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
855691704 ; 0.00162545 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
855782704 ; 0.00172845 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
855866704 ; 0.00181619 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
855953704 ; 0.000759515 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
856038704 ; 0.000996026 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
856130704 ; 0.00130883 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
856224704 ; 0.00164071 ; 3.30246 ; 0 ; 0 ; Unknown ; Unknown ; -1
856318704 ; 0.00228158 ; 3.30215 ; 0 ; 0 ; Unknown ; Unknown ; -1
856410704 ; 0.00210992 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
856497704 ; 0.000793847 ; 3.3017 ; 0 ; 0 ; Unknown ; Unknown ; -1
856590704 ; 0.0008854 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
856682704 ; 0.00325433 ; 3.30208 ; 0 ; 0 ; Unknown ; Unknown ; -1
856775704 ; 0.000996026 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
856862704 ; 0.000915917 ; 3.30231 ; 0 ; 0 ; Unknown ; Unknown ; -1
856950704 ; 0.00142709 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
857042704 ; 0.00113717 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
857133704 ; 0.00127831 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
857224704 ; 0.00133553 ; 3.30101 ; 0 ; 0 ; Unknown ; Unknown ; -1
857318704 ; 0.00116387 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
857412704 ; 0.00115624 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
857507704 ; 0.00117532 ; 3.30032 ; 0 ; 0 ; Unknown ; Unknown ; -1
857599704 ; 0.000881585 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
857685704 ; 0.00127831 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
857777704 ; 0.00147286 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
857870704 ; 0.00114861 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
857964704 ; 0.00102654 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
858058704 ; 0.000790032 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
858145704 ; 0.00118295 ; 3.30292 ; 0 ; 0 ; Unknown ; Unknown ; -1
858231704 ; 0.00156823 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
858324704 ; 0.00112954 ; 3.302 ; 0 ; 0 ; Unknown ; Unknown ; -1
858411704 ; 0.00164834 ; 3.30185 ; 0 ; 0 ; Unknown ; Unknown ; -1
858497704 ; 0.00105325 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
858591704 ; 0.00101891 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
858683704 ; 0.00126305 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
858768704 ; 0.00115624 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
858860704 ; 0.00154534 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
858948704 ; 0.00101128 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
859039704 ; 0.0014576 ; 3.30048 ; 0 ; 0 ; Unknown ; Unknown ; -1
859133704 ; 0.000934991 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
859217704 ; 0.00130883 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
859311704 ; 0.000797662 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
859397704 ; 0.000831994 ; 3.29964 ; 0 ; 0 ; Unknown ; Unknown ; -1
859491704 ; 0.00183144 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
859575704 ; 0.00171319 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
859668704 ; 0.00107995 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
859761704 ; 0.000904473 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
859857704 ; 0.00139657 ; 3.30193 ; 0 ; 0 ; Unknown ; Unknown ; -1
859943704 ; 0.0015072 ; 3.30223 ; 0 ; 0 ; Unknown ; Unknown ; -1
860030704 ; 0.00108376 ; 3.30177 ; 0 ; 0 ; Unknown ; Unknown ; -1
860122704 ; 0.00117532 ; 3.30185 ; 0 ; 0 ; Unknown ; Unknown ; -1
860209704 ; 0.000969323 ; 3.302 ; 0 ; 0 ; Unknown ; Unknown ; -1
860304704 ; 0.00114861 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
860392704 ; 0.0012478 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
860483704 ; 0.00125924 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
860575704 ; 0.00152245 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
860662704 ; 0.000988397 ; 3.3004 ; 0 ; 0 ; Unknown ; Unknown ; -1
860747704 ; 0.00199929 ; 3.30177 ; 0 ; 0 ; Unknown ; Unknown ; -1
860838704 ; 0.000870141 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
860925704 ; 0.00141564 ; 3.3017 ; 0 ; 0 ; Unknown ; Unknown ; -1
861018704 ; 0.00193063 ; 3.30223 ; 0 ; 0 ; Unknown ; Unknown ; -1
861112704 ; 0.00125924 ; 3.29964 ; 0 ; 0 ; Unknown ; Unknown ; -1
861196704 ; 0.00118295 ; 3.30208 ; 0 ; 0 ; Unknown ; Unknown ; -1
861288704 ; 0.00095025 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
861380704 ; 0.00121728 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
861472704 ; 0.00119058 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
861557704 ; 0.000828179 ; 3.30048 ; 0 ; 0 ; Unknown ; Unknown ; -1
861650704 ; 0.00111047 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
861736704 ; 0.00105706 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
861830704 ; 0.000839623 ; 3.30032 ; 0 ; 0 ; Unknown ; Unknown ; -1
861922704 ; 0.00102654 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
862010704 ; 0.00196496 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
862097704 ; 0.00121728 ; 3.29941 ; 0 ; 0 ; Unknown ; Unknown ; -1
862190704 ; 0.0011982 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
862275704 ; 0.00188867 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
862366704 ; 0.00133553 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
862452704 ; 0.0011715 ; 3.30238 ; 0 ; 0 ; Unknown ; Unknown ; -1
862546704 ; 0.000812921 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
862641704 ; 0.000862512 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
862734704 ; 0.00123254 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
862821704 ; 0.000969323 ; 3.30185 ; 0 ; 0 ; Unknown ; Unknown ; -1
862914704 ; 0.00145379 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
863001704 ; 0.0013279 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
863094704 ; 0.00119058 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
863188704 ; 0.00106469 ; 3.29964 ; 0 ; 0 ; Unknown ; Unknown ; -1
863288704 ; 0.000881585 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
863382704 ; 0.000870141 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
863474704 ; 0.000984582 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
863567704 ; 0.00149957 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
863654704 ; 0.000961694 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
863746704 ; 0.00124017 ; 3.30116 ; 0 ; 0 ; Unknown ; Unknown ; -1
863841704 ; 0.000900659 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
863926704 ; 0.00113336 ; 3.30193 ; 0 ; 0 ; Unknown ; Unknown ; -1
864020704 ; 0.00120583 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
864112704 ; 0.000812921 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
864199704 ; 0.00103799 ; 3.29956 ; 0 ; 0 ; Unknown ; Unknown ; -1
864291704 ; 0.00107613 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
864376704 ; 0.00143853 ; 3.30223 ; 0 ; 0 ; Unknown ; Unknown ; -1
864463704 ; 0.00132409 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
864555704 ; 0.00188104 ; 3.29964 ; 0 ; 0 ; Unknown ; Unknown ; -1
864649704 ; 0.00131265 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
864734704 ; 0.000988397 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
864829704 ; 0.00168649 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
864915704 ; 0.00199166 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
865007704 ; 0.00144616 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
865101704 ; 0.0008854 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
865193704 ; 0.00171319 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
865277704 ; 0.00107995 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
865369704 ; 0.00187722 ; 3.30185 ; 0 ; 0 ; Unknown ; Unknown ; -1
865456704 ; 0.00132409 ; 3.30032 ; 0 ; 0 ; Unknown ; Unknown ; -1
865554704 ; 0.00103799 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
865638704 ; 0.00169793 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
865724704 ; 0.00126305 ; 3.30132 ; 0 ; 0 ; Unknown ; Unknown ; -1
865817704 ; 0.00082055 ; 3.29971 ; 0 ; 0 ; Unknown ; Unknown ; -1
865903704 ; 0.000763329 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
865994704 ; 0.00136987 ; 3.3017 ; 0 ; 0 ; Unknown ; Unknown ; -1
866088704 ; 0.00146142 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
866185704 ; 0.0015873 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
866271704 ; 0.00146142 ; 3.30116 ; 0 ; 0 ; Unknown ; Unknown ; -1
866357704 ; 0.00106851 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
866447704 ; 0.00102273 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
866539704 ; 0.00108376 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
866629704 ; 0.000748071 ; 3.30139 ; 0 ; 0 ; Unknown ; Unknown ; -1
866723704 ; 0.00152245 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
866809704 ; 0.00286904 ; 3.30269 ; 0 ; 0 ; Unknown ; Unknown ; -1
866903704 ; 0.00094262 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
866989704 ; 0.000809106 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
867080704 ; 0.000793847 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
867166704 ; 0.000759515 ; 3.30246 ; 0 ; 0 ; Unknown ; Unknown ; -1
867258704 ; 0.00117913 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
867350704 ; 0.00116006 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
867438704 ; 0.00128594 ; 3.30276 ; 0 ; 0 ; Unknown ; Unknown ; -1
867530704 ; 0.00125543 ; 3.30185 ; 0 ; 0 ; Unknown ; Unknown ; -1
867615704 ; 0.000938806 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
867710704 ; 0.000812921 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
867796704 ; 0.00103417 ; 3.30246 ; 0 ; 0 ; Unknown ; Unknown ; -1
867888704 ; 0.00116006 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
867981704 ; 0.00131265 ; 3.30162 ; 0 ; 0 ; Unknown ; Unknown ; -1
868065704 ; 0.000931176 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
868151704 ; 0.000900659 ; 3.30048 ; 0 ; 0 ; Unknown ; Unknown ; -1
868241704 ; 0.00106469 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
868334704 ; 0.00087777 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
868427704 ; 0.00186959 ; 3.29956 ; 0 ; 0 ; Unknown ; Unknown ; -1
868519704 ; 0.00186196 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
868603704 ; 0.000893029 ; 3.30101 ; 0 ; 0 ; Unknown ; Unknown ; -1
868697704 ; 0.000927361 ; 3.3004 ; 0 ; 0 ; Unknown ; Unknown ; -1
868795704 ; 0.00131265 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
868883704 ; 0.00126687 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
868968704 ; 0.000839623 ; 3.3017 ; 0 ; 0 ; Unknown ; Unknown ; -1
869062704 ; 0.000969323 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
869156704 ; 0.00137368 ; 3.3007 ; 0 ; 0 ; Unknown ; Unknown ; -1
869248704 ; 0.00125543 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
869333704 ; 0.00132409 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
869427704 ; 0.00121346 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
869512704 ; 0.000919732 ; 3.30276 ; 0 ; 0 ; Unknown ; Unknown ; -1
869607704 ; 0.0013012 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
869693704 ; 0.000870141 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
869780704 ; 0.00103417 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
869873704 ; 0.00132409 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
869967704 ; 0.00102654 ; 3.302 ; 0 ; 0 ; Unknown ; Unknown ; -1
870055704 ; 0.00178948 ; 3.30032 ; 0 ; 0 ; Unknown ; Unknown ; -1
870141704 ; 0.000828179 ; 3.30254 ; 0 ; 0 ; Unknown ; Unknown ; -1
870229704 ; 0.00180474 ; 3.30231 ; 0 ; 0 ; Unknown ; Unknown ; -1
870316704 ; 0.00161401 ; 3.30185 ; 0 ; 0 ; Unknown ; Unknown ; -1
870401704 ; 0.00154534 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
870496704 ; 0.0011715 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
870589704 ; 0.000751885 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
870683704 ; 0.000881585 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
870778704 ; 0.00119439 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
870870704 ; 0.00116006 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
870963704 ; 0.00189629 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
871050704 ; 0.00141564 ; 3.30002 ; 0 ; 0 ; Unknown ; Unknown ; -1
871137704 ; 0.00188485 ; 3.30017 ; 0 ; 0 ; Unknown ; Unknown ; -1
871229704 ; 0.00143472 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
871316704 ; 0.00177422 ; 3.30032 ; 0 ; 0 ; Unknown ; Unknown ; -1
871402704 ; 0.0015873 ; 3.3004 ; 0 ; 0 ; Unknown ; Unknown ; -1
871494704 ; 0.00121346 ; 3.29987 ; 0 ; 0 ; Unknown ; Unknown ; -1
871587704 ; 0.00131646 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
871686704 ; 0.000980767 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
871772704 ; 0.000881585 ; 3.29964 ; 0 ; 0 ; Unknown ; Unknown ; -1
871864704 ; 0.00142709 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
871973704 ; 0.00137368 ; 3.30055 ; 0 ; 0 ; Unknown ; Unknown ; -1
872064704 ; 0.00115243 ; 3.29979 ; 0 ; 0 ; Unknown ; Unknown ; -1
872154704 ; 0.000683221 ; 3.30299 ; 0 ; 0 ; Unknown ; Unknown ; -1
872246704 ; 0.00106851 ; 3.29994 ; 0 ; 0 ; Unknown ; Unknown ; -1
872339704 ; 0.00120202 ; 3.30009 ; 0 ; 0 ; Unknown ; Unknown ; -1
872439704 ; 0.0013012 ; 3.30025 ; 0 ; 0 ; Unknown ; Unknown ; -1
